show_id,type,title,director,cast,country,date_added,release_year,rating,duration,duration_int,duration_type,description
ds909,movie,geek charming,jeffrey hornaday,"sarah hyland, matt prokop, sasha pieterse, jordan nichols, vanessa morgan, lili simmons",united states,2019-11-12,2011,tv-g,99 min,99,min,popular dylan wants film geek josh to help her be crowned blossom queen.
ds910,movie,genius,rod daniel,"trevor morgan, emmy rossum, yannick bisson, peter keleghan, philip granger, charles fleischer",united states,2019-11-12,1999,tv-g,86 min,86,min,a teen genius juggles the roles of college student and junior high bad boy.
ds911,movie,george & a.j.,josh cooley,"jason topolski, a.j. riebli  iii, steve purcell, peter sohn, bob peterson, kim donovan",united states,2019-11-12,2009,tv-g,4 min,4,min,two nurses try to escort seniors to the nursing home.
ds912,movie,geri's game,jan pinkava,bob peterson,united states,2019-11-12,1997,g,5 min,5,min,geri plays a daylong game of chess against himself.
ds913,movie,get a clue,maggie greenwald,"lindsay lohan, bug hall, ian gomez, brenda song, ali mukadam, dan lett",united states,2019-11-12,2002,tv-g,84 min,84,min,a teenage gossip columnist takes on the case of her missing teacher.
ds914,movie,giants of the deep blue,ken corben,bill graves,,2019-11-12,2018,tv-pg,45 min,45,min,go beneath the surface of the sea for an extraordinary look at whales and dolphins.
ds915,tv show,girl meets world,,"rowan blanchard, ben savage, sabrina carpenter, peyton meyer, august maturo, danielle fishel",united states,2019-11-12,2013,tv-g,3 seasons,3,seasons,riley and maya traverse the twists of teenage years.
ds916,movie,go figure,francine mcdougall,"jordan hinson, whitney sloan, cristine rose",united states,2019-11-12,2005,tv-g,89 min,89,min,a girl must embrace hockey if she wants to become a champion ice skater.
ds917,movie,going to the mat,stuart gillard,"andrew lawrence, khleo thomas, alessandra toreson, billy brown, brenda strong, brian wimmer",united states,2019-11-12,2004,tv-g,92 min,92,min,"at a new school, jace overcomes his blindness through a love of wrestling."
ds918,tv show,good luck charlie,,"bridgit mendler, leigh-allyn baker, bradley perry, mia talerico, eric kramer, jason dolley",united states,2019-11-12,2009,tv-g,4 seasons,4,seasons,the duncans are a typical family whose lives are turned topsy-turvy with the arrival of charlie
ds919,movie,"good luck charlie, it's christmas!",arlene sanford,"bridgit mendler, leigh-allyn baker, bradley perry, mia talerico, debra monk, michael kagan",united states,2019-11-12,2011,tv-g,82 min,82,min,the duncans need a miracle of their own to reunite in time for christmas.
ds920,tv show,goof troop,,"nancy cartwright, jim cummings, dana hill, rob paulson, corey burton, bill farmer",united states,2019-11-12,1992,tv-y7,1 season,1,season,"goofy is a single father raising his son, max in spoonerville."
ds921,movie,gotta kick it up,ramon menendez,"camille guaty, america ferrera, jhoanna flores, suilma rodriguez, sabrina wiener, miguel sandoval",united states,2019-11-12,2002,tv-g,85 min,85,min,a new coach and her middle school dance team surprise all their doubters.
ds922,movie,grand canyonscope,c. nichols,,united states,2019-11-12,1954,tv-g,7 min,7,min,a park ranger has to keep donald in check at the grand canyon. see details for advisory.
ds923,movie,grasshopper and the ants,wilfred jackson,,united states,2019-11-12,1934,tv-g,8 min,8,min,a grasshopper learns a lesson about hard work. see details for advisory.
ds924,tv show,great migrations,,alec baldwin,united states,2019-11-12,2010,tv-pg,1 season,1,season,an intimate and unprecedented view of animal migrations across the globe.
ds925,movie,greyfriars bobby,don chaffey,"donald crisp, laurence naismith, alex mackenzie, duncan macrae, andrew cruickshank, gordon jackson",united states,2019-11-12,1961,tv-g,91 min,91,min,the story of friendship forged between a shepherd and his devoted dog.
ds926,movie,gus,vincent mceveety,"edward asner, don knotts, gary grimes, tim conway, liberty williams, dick van patten",united states,2019-11-12,1976,g,97 min,97,min,a football team welcomes their newest member... a placekicking mule.
ds927,movie,halloweentown,duwayne dunham,"debbie reynolds, judith hoag, kimberly brown, joey zimmerman, phillip van dyke, emily roeske",united states,2019-11-12,1998,tv-pg,84 min,84,min,marnie and her siblings discover their spooky heritage in halloweentown.
ds928,movie,halloweentown high,mark dippé,"kimberly brown, judith hoag, joey zimmerman, emily roeske, clifton davis, finn wittrock",united states,2019-11-12,2004,tv-g,83 min,83,min,marnie's magic is on the line as halloweentown kids transfer to her school.
ds929,movie,halloweentown ii: kalabar's revenge,mary lambert,"kimberly brown, judith hoag, daniel kountz, joseph zimmerman, emily roeske, phillip van dyke",united states,2019-11-12,2001,tv-pg,81 min,81,min,a warlock with a devious plan has stripped halloweentown of its magic.
ds930,tv show,handy manny,,"wilmer valderrama, carlos alazraqui, dee baker, nika futterman, tom kenny, kath soucie","united states, canada",2019-11-12,2006,tv-y,3 seasons,3,seasons,"handy manny and his box of friendly, silly tools are the go-to guys in their neighborhood."
ds931,tv show,hannah montana,,"miley cyrus, emily osment, mitchel musso, jason earles, billy cyrus",united states,2019-11-12,2005,tv-g,4 seasons,4,seasons,hannah montana is a live-action comedy series that follows typical tween miley stewart.
ds932,movie,hannah montana and miley cyrus: best of both worlds concert,bruce hendricks,"miley cyrus, joe jonas, kevin jonas, nick jonas, kenny ortega, billy cyrus",united states,2019-11-12,2008,g,83 min,83,min,a look at miley cyrus's sold-out concerts and her life on tour.
ds933,movie,hannah montana the movie,peter chelsom,"miley cyrus, emily osment, margo martindale, jason earles, peter gunn, melora hardin",united states,2019-11-12,2009,g,105 min,105,min,miley adapts to life back in tennessee after getting too caught up in the celebrity lifestyle.
ds934,movie,hatching pete,stuart gillard,"jason dolley, mitchel musso, tiffany thornton, josie loren, sean o'bryan, amy farrington",united states,2019-11-12,2009,tv-g,90 min,90,min,"the identity of brewster high's mascot, the chicken, is a big mystery."
ds935,movie,hawaiian holiday,ben sharpsteen,"walt disney, marcellite garner, clarence nash, pinto colvig",united states,2019-11-12,1937,tv-g,9 min,9,min,mickey and gang experience hawaii through hula dancing and the beach. see details for advisory.
ds936,movie,heavyweights,steven brill,"tom mcgowan, aaron schwartz, shaun weiss, tom hodges, leah lail, paul feig",united states,2019-11-12,1995,pg,98 min,98,min,portly misfits join up to take back their summer camp from a fitness guru.
ds937,movie,herbie goes bananas,vincent mceveety,"cloris leachman, charles smith, john vernon, stephen burns, elyssa davalos, joaquin garay  iii",united states,2019-11-12,1980,g,93 min,93,min,a stowaway derails herbie's trip from puerto vallarta to brazil for an auto race.
ds938,movie,herbie goes to monte carlo,vincent mceveety,"dean jones, don knotts, julie sommars, jacques marin, roy kinnear, bernard fox",united states,2019-11-12,1977,g,105 min,105,min,herbie tries to lose jewel thieves and find love during a road race from paris to monte carlo.
ds939,movie,herbie rides again,robert stevenson,"helen hayes, ken berry, stefanie powers, john mcintire, keenan wynn, huntz hall",united states,2019-11-12,1974,g,89 min,89,min,herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.
ds940,movie,hercules,"john musker, ron clements","tate donovan, joshua keaton, roger bart, danny devito, james woods, susan egan","united states, france",2019-11-12,1997,g,98 min,98,min,hercules must go from zero to hero to save the universe from hades' wrath.
ds941,movie,high school musical,kenny ortega,"zac efron, vanessa hudgens, ashley tisdale, lucas grabeel, alyson reed, corbin bleu",united states,2019-11-12,2006,tv-g,100 min,100,min,a basketball star and a brainy girl find a place in the spotlight…and love.
ds942,movie,high school musical 2,kenny ortega,"zac efron, vanessa hudgens, ashley tisdale, lucas grabeel, corbin bleu, monique coleman",united states,2019-11-12,2007,tv-g,114 min,114,min,the east high wildcats take on summer and let their talents shine.
ds943,movie,high school musical 3: senior year,kenny ortega,"zac efron, vanessa hudgens, ashley tisdale, lucas grabeel, corbin bleu, monique coleman",united states,2019-11-12,2008,g,121 min,121,min,"troy, gabriella and the rest of the east high kids take on senior year."
ds944,tv show,high school musical: the musical: the series,,"olivia rodrigo, joshua bassett, matt cornett, sofia wylie, larry saperstein",united states,2019-11-12,2019,tv-pg,2 seasons,2,seasons,"for the first time ever, east high wildcats put on a production of high school musical: the musical!"
ds945,movie,hocus pocus,kenny ortega,"bette midler, sarah parker, kathy najimy, omri katz, thora birch, vinessa shaw",united states,2019-11-12,1993,pg,96 min,96,min,three 17th-century salem witches are conjured up by unsuspecting children.
ds946,movie,home on the range,"will finn, john sanford","roseanne barr, judi dench, jennifer tilly, steve buscemi, g.w. bailey, cuba gooding jr.",united states,2019-11-12,2004,pg,82 min,82,min,a corral of critters join forces to save their farm from a band of outlaws.
ds947,movie,"honey, i blew up the kid",randal kleiser,"rick moranis, marcia strassman, lloyd bridges, robert oliveri, john shea, keri russell",united states,2019-11-12,1992,pg,90 min,90,min,a wacky inventor accidentally turns his baby boy into a towering toddler.
ds948,movie,"honey, i shrunk the kids",joe johnston,"rick moranis, matt frewer, marcia strassman, kristine sutherland, thomas brown, jared rushton","united states, mexico",2019-11-12,1989,pg,94 min,94,min,inventor wayne szalinski accidentally shrinks his kids to 1/4-inch tall.
ds949,movie,"honey, we shrunk ourselves",dean cundey,"rick moranis, eve gordon, robin bartlett, allison mack, jake richardson, stuart pankin",united states,2019-11-12,1997,pg,76 min,76,min,"this time, wayne szalinski's shrink machine is pointed at the parents!"
ds950,movie,horse sense,greg beeman,"joey lawrence, andy lawrence, susan walters, m.c. gainey, leann hunley, robin thomas",united states,2019-11-12,1999,tv-g,92 min,92,min,spoiled michael spends a summer at his cousin tommy's montana ranch.
ds951,tv show,hostile planet,,bear grylls,united states,2019-11-12,2019,tv-pg,1 season,1,season,hostile planet reveals the animal kingdom’s epic stories of survival in extreme environments.
ds952,movie,hounded,neal israel,"tahj mowry, shia labeouf, craig kirkwood, steven bendik, sara paxton, rachelle carson",united states,2019-11-12,2001,tv-g,92 min,92,min,"trying to right a wrong, jay accidentally steals the principal's show dog."
ds953,movie,how dogs got their shapes,,jake robards,united states,2019-11-12,2016,tv-pg,44 min,44,min,canines are one of the most diverse species on earth – how did they get that way?
ds954,movie,how to build a better boy,paul hoen,"ashley argota, roger bart, kelli berglund, noah centineo, china mcclain, matt shively",united states,2019-11-12,2014,tv-g,94 min,94,min,tech-savvy best friends use their smarts to engineer the perfect boyfriend.
ds955,movie,how to fish,jack kinney,john mcleish,united states,2019-11-12,1942,tv-g,7 min,7,min,goofy shows us how to fish… or how not to! see details for advisory.
ds956,movie,how to swim,jack kinney,,united states,2019-11-12,1942,tv-g,8 min,8,min,goofy demonstrates how to swim. see details for advisory.
ds957,tv show,hulk and the agents of s.m.a.s.h.,,"fred tatasciore, clancy brown, seth green, eliza dushku, ben diskin",united states,2019-11-12,2012,tv-y7,2 seasons,2,seasons,hulk and friends battle against evil.
ds958,movie,i'll be home for christmas,arlene sanford,"jonathan thomas, jessica biel, adam lavorgna, gary cole, eve gordon, lauren maltby","united states, canada",2019-11-12,1998,pg,87 min,87,min,a jokester zooms home for christmas with a prize in mind – his dad's car!
ds959,movie,ice age: the great egg-scapade,ricardo curtis,"raymond albert romano, john leguizamo, denis leary, queen latifah",united states,2019-11-12,2016,tv-g,26 min,26,min,our favorite ice age herd embarks on a rescue mission that turns into the world’s first egg hunt.
ds960,movie,ice princess,tim fywell,"joan cusack, kim cattrall, michelle trachtenberg, hayden panettiere, trevor blumas, connie ray","united states, canada",2019-11-12,2005,g,99 min,99,min,a brainy ugly duckling realizes her dream of becoming a champion figure skater.
ds961,movie,inner workings,leo matsuda,"este haim, tucker gilmore, raymond persi, terri douglas",united states,2019-11-12,2016,g,6 min,6,min,the tug-of-war between paul’s head and his heart.
